nome_inct,tipo_producao,periodo,n_tipos_producao
"INCT de Arqueologia, Paleontologia e Ambiente do Semi-Árido do Nordeste do Brasil",Capitulo De Livro Publicado,2010-2015,122
"INCT de Arqueologia, Paleontologia e Ambiente do Semi-Árido do Nordeste do Brasil",Capitulo De Livro Publicado,2015-2020,64
"INCT de Arqueologia, Paleontologia e Ambiente do Semi-Árido do Nordeste do Brasil",Capitulo De Livro Publicado,2020-2025,63
"INCT de Arqueologia, Paleontologia e Ambiente do Semi-Árido do Nordeste do Brasil",Livro Publicado Ou Organizado,2010-2015,26
"INCT de Arqueologia, Paleontologia e Ambiente do Semi-Árido do Nordeste do Brasil",Livro Publicado Ou Organizado,2015-2020,15
"INCT de Arqueologia, Paleontologia e Ambiente do Semi-Árido do Nordeste do Brasil",Livro Publicado Ou Organizado,2020-2025,20
"INCT de Arqueologia, Paleontologia e Ambiente do Semi-Árido do Nordeste do Brasil",Outra Producao Bibliografica,2010-2015,26
"INCT de Arqueologia, Paleontologia e Ambiente do Semi-Árido do Nordeste do Brasil",Outra Producao Bibliografica,2015-2020,27
"INCT de Arqueologia, Paleontologia e Ambiente do Semi-Árido do Nordeste do Brasil",Outra Producao Bibliografica,2020-2025,5
"INCT de Arqueologia, Paleontologia e Ambiente do Semi-Árido do Nordeste do Brasil",Prefacio Posfacio,2010-2015,2
"INCT de Arqueologia, Paleontologia e Ambiente do Semi-Árido do Nordeste do Brasil",Prefacio Posfacio,2015-2020,4
"INCT de Arqueologia, Paleontologia e Ambiente do Semi-Árido do Nordeste do Brasil",Prefacio Posfacio,2020-2025,3
"INCT de Arqueologia, Paleontologia e Ambiente do Semi-Árido do Nordeste do Brasil",Texto Em Jornal Ou Revista,2010-2015,16
"INCT de Arqueologia, Paleontologia e Ambiente do Semi-Árido do Nordeste do Brasil",Texto Em Jornal Ou Revista,2015-2020,5
"INCT de Arqueologia, Paleontologia e Ambiente do Semi-Árido do Nordeste do Brasil",Texto Em Jornal Ou Revista,2020-2025,3
"INCT de Arqueologia, Paleontologia e Ambiente do Semi-Árido do Nordeste do Brasil",Trabalho Em Eventos,2010-2015,599
"INCT de Arqueologia, Paleontologia e Ambiente do Semi-Árido do Nordeste do Brasil",Trabalho Em Eventos,2015-2020,303
"INCT de Arqueologia, Paleontologia e Ambiente do Semi-Árido do Nordeste do Brasil",Trabalho Em Eventos,2020-2025,250
"INCT de Arqueologia, Paleontologia e Ambiente do Semi-Árido do Nordeste do Brasil",Traducao,2010-2015,2
"INCT de Arqueologia, Paleontologia e Ambiente do Semi-Árido do Nordeste do Brasil",Traducao,2015-2020,1
INCT de Bioanalítica,Artigo Aceito Para Publicacao,2010-2015,1
INCT de Bioanalítica,Artigo Aceito Para Publicacao,2020-2025,20
INCT de Bioanalítica,Artigo Publicado,2010-2015,1717
INCT de Bioanalítica,Artigo Publicado,2015-2020,1634
INCT de Bioanalítica,Artigo Publicado,2020-2025,1332
INCT de Bioanalítica,Capitulo De Livro Publicado,2010-2015,84
INCT de Bioanalítica,Capitulo De Livro Publicado,2015-2020,90
INCT de Bioanalítica,Capitulo De Livro Publicado,2020-2025,122
INCT de Bioanalítica,Livro Publicado Ou Organizado,2010-2015,10
INCT de Bioanalítica,Livro Publicado Ou Organizado,2015-2020,21
INCT de Bioanalítica,Livro Publicado Ou Organizado,2020-2025,12
INCT de Bioanalítica,Outra Producao Bibliografica,2010-2015,15
INCT de Bioanalítica,Outra Producao Bibliografica,2015-2020,5
INCT de Bioanalítica,Outra Producao Bibliografica,2020-2025,4
INCT de Bioanalítica,Prefacio Posfacio,2010-2015,1
INCT de Bioanalítica,Prefacio Posfacio,2015-2020,1
INCT de Bioanalítica,Texto Em Jornal Ou Revista,2010-2015,42
INCT de Bioanalítica,Texto Em Jornal Ou Revista,2015-2020,22
INCT de Bioanalítica,Texto Em Jornal Ou Revista,2020-2025,18
INCT de Bioanalítica,Trabalho Em Eventos,2010-2015,1602
INCT de Bioanalítica,Trabalho Em Eventos,2015-2020,798
INCT de Bioanalítica,Trabalho Em Eventos,2020-2025,374
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Artigo Aceito Para Publicacao,2010-2015,4
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Artigo Aceito Para Publicacao,2015-2020,6
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Artigo Aceito Para Publicacao,2020-2025,17
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Artigo Publicado,2010-2015,1372
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Artigo Publicado,2015-2020,1629
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Artigo Publicado,2020-2025,1222
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Capitulo De Livro Publicado,2010-2015,146
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Capitulo De Livro Publicado,2015-2020,156
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Capitulo De Livro Publicado,2020-2025,113
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Livro Publicado Ou Organizado,2010-2015,23
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Livro Publicado Ou Organizado,2015-2020,28
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Livro Publicado Ou Organizado,2020-2025,19
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Outra Producao Bibliografica,2010-2015,55
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Outra Producao Bibliografica,2015-2020,34
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Outra Producao Bibliografica,2020-2025,15
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Partitura Musical,2020-2025,1
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Prefacio Posfacio,2010-2015,9
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Prefacio Posfacio,2015-2020,5
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Texto Em Jornal Ou Revista,2010-2015,82
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Texto Em Jornal Ou Revista,2015-2020,66
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Texto Em Jornal Ou Revista,2020-2025,2
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Trabalho Em Eventos,2010-2015,2515
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Trabalho Em Eventos,2015-2020,1124
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Trabalho Em Eventos,2020-2025,404
INCT de Bioinspiração - Moléculas bioinspiradas aplicadas ao incremento e qualidade da produção de proteína animal (INCT-Bioinspir) ,Traducao,2015-2020,1
INCT de Biologia Estrutural e Bioimagem,Artigo Aceito Para Publicacao,2010-2015,9
INCT de Biologia Estrutural e Bioimagem,Artigo Aceito Para Publicacao,2015-2020,11
INCT de Biologia Estrutural e Bioimagem,Artigo Aceito Para Publicacao,2020-2025,46
INCT de Biologia Estrutural e Bioimagem,Artigo Publicado,2010-2015,2845
INCT de Biologia Estrutural e Bioimagem,Artigo Publicado,2015-2020,2952
INCT de Biologia Estrutural e Bioimagem,Artigo Publicado,2020-2025,2819
INCT de Biologia Estrutural e Bioimagem,Capitulo De Livro Publicado,2010-2015,226
INCT de Biologia Estrutural e Bioimagem,Capitulo De Livro Publicado,2015-2020,112
INCT de Biologia Estrutural e Bioimagem,Capitulo De Livro Publicado,2020-2025,192
INCT de Biologia Estrutural e Bioimagem,Livro Publicado Ou Organizado,2010-2015,25
INCT de Biologia Estrutural e Bioimagem,Livro Publicado Ou Organizado,2015-2020,27
INCT de Biologia Estrutural e Bioimagem,Livro Publicado Ou Organizado,2020-2025,50
INCT de Biologia Estrutural e Bioimagem,Outra Producao Bibliografica,2010-2015,40
INCT de Biologia Estrutural e Bioimagem,Outra Producao Bibliografica,2015-2020,59
INCT de Biologia Estrutural e Bioimagem,Outra Producao Bibliografica,2020-2025,42
INCT de Biologia Estrutural e Bioimagem,Texto Em Jornal Ou Revista,2010-2015,148
INCT de Biologia Estrutural e Bioimagem,Texto Em Jornal Ou Revista,2015-2020,127
INCT de Biologia Estrutural e Bioimagem,Texto Em Jornal Ou Revista,2020-2025,65
INCT de Biologia Estrutural e Bioimagem,Trabalho Em Eventos,2010-2015,2665
INCT de Biologia Estrutural e Bioimagem,Trabalho Em Eventos,2015-2020,1288
INCT de Biologia Estrutural e Bioimagem,Trabalho Em Eventos,2020-2025,992
INCT de Biologia Estrutural e Bioimagem,Traducao,2010-2015,5
INCT de Biomarcadores em Neuropsiquiatria (INCT-INBioN),Artigo Aceito Para Publicacao,2015-2020,1
INCT de Biomarcadores em Neuropsiquiatria (INCT-INBioN),Artigo Aceito Para Publicacao,2020-2025,2
INCT de Biomarcadores em Neuropsiquiatria (INCT-INBioN),Artigo Publicado,2010-2015,856
INCT de Biomarcadores em Neuropsiquiatria (INCT-INBioN),Artigo Publicado,2015-2020,604
INCT de Biomarcadores em Neuropsiquiatria (INCT-INBioN),Artigo Publicado,2020-2025,528
INCT de Biomarcadores em Neuropsiquiatria (INCT-INBioN),Capitulo De Livro Publicado,2010-2015,139
INCT de Biomarcadores em Neuropsiquiatria (INCT-INBioN),Capitulo De Livro Publicado,2015-2020,66
INCT de Biomarcadores em Neuropsiquiatria (INCT-INBioN),Capitulo De Livro Publicado,2020-2025,69
INCT de Biomarcadores em Neuropsiquiatria (INCT-INBioN),Livro Publicado Ou Organizado,2010-2015,34
INCT de Biomarcadores em Neuropsiquiatria (INCT-INBioN),Livro Publicado Ou Organizado,2015-2020,16
INCT de Biomarcadores em Neuropsiquiatria (INCT-INBioN),Livro Publicado Ou Organizado,2020-2025,14
INCT de Biomarcadores em Neuropsiquiatria (INCT-INBioN),Outra Producao Bibliografica,2010-2015,10
INCT de Biomarcadores em Neuropsiquiatria (INCT-INBioN),Outra Producao Bibliografica,2015-2020,1
INCT de Biomarcadores em Neuropsiquiatria (INCT-INBioN),Outra Producao Bibliografica,2020-2025,1
INCT de Biomarcadores em Neuropsiquiatria (INCT-INBioN),Prefacio Posfacio,2010-2015,1
INCT de Biomarcadores em Neuropsiquiatria (INCT-INBioN),Texto Em Jornal Ou Revista,2010-2015,88
INCT de Biomarcadores em Neuropsiquiatria (INCT-INBioN),Texto Em Jornal Ou Revista,2015-2020,49
INCT de Biomarcadores em Neuropsiquiatria (INCT-INBioN),Texto Em Jornal Ou Revista,2020-2025,63
INCT de Biomarcadores em Neuropsiquiatria (INCT-INBioN),Trabalho Em Eventos,2010-2015,303
INCT de Biomarcadores em Neuropsiquiatria (INCT-INBioN),Trabalho Em Eventos,2015-2020,37
INCT de Biomarcadores em Neuropsiquiatria (INCT-INBioN),Trabalho Em Eventos,2020-2025,1
INCT de Catálise em Sistemas Moleculares e Nanoestruturados,Artigo Aceito Para Publicacao,2010-2015,1
INCT de Catálise em Sistemas Moleculares e Nanoestruturados,Artigo Aceito Para Publicacao,2020-2025,14
INCT de Catálise em Sistemas Moleculares e Nanoestruturados,Artigo Publicado,2010-2015,1235
INCT de Catálise em Sistemas Moleculares e Nanoestruturados,Artigo Publicado,2015-2020,1121
INCT de Catálise em Sistemas Moleculares e Nanoestruturados,Artigo Publicado,2020-2025,724
INCT de Catálise em Sistemas Moleculares e Nanoestruturados,Capitulo De Livro Publicado,2010-2015,36
INCT de Catálise em Sistemas Moleculares e Nanoestruturados,Capitulo De Livro Publicado,2015-2020,39
INCT de Catálise em Sistemas Moleculares e Nanoestruturados,Capitulo De Livro Publicado,2020-2025,27
INCT de Catálise em Sistemas Moleculares e Nanoestruturados,Livro Publicado Ou Organizado,2010-2015,7
INCT de Catálise em Sistemas Moleculares e Nanoestruturados,Livro Publicado Ou Organizado,2015-2020,2
INCT de Catálise em Sistemas Moleculares e Nanoestruturados,Livro Publicado Ou Organizado,2020-2025,4
INCT de Catálise em Sistemas Moleculares e Nanoestruturados,Outra Producao Bibliografica,2010-2015,1
INCT de Catálise em Sistemas Moleculares e Nanoestruturados,Outra Producao Bibliografica,2015-2020,1
INCT de Catálise em Sistemas Moleculares e Nanoestruturados,Prefacio Posfacio,2010-2015,1
INCT de Catálise em Sistemas Moleculares e Nanoestruturados,Texto Em Jornal Ou Revista,2010-2015,49
INCT de Catálise em Sistemas Moleculares e Nanoestruturados,Texto Em Jornal Ou Revista,2015-2020,3
INCT de Catálise em Sistemas Moleculares e Nanoestruturados,Trabalho Em Eventos,2010-2015,713
INCT de Catálise em Sistemas Moleculares e Nanoestruturados,Trabalho Em Eventos,2015-2020,378
INCT de Catálise em Sistemas Moleculares e Nanoestruturados,Trabalho Em Eventos,2020-2025,152
INCT de Ciência Animal,Artigo Aceito Para Publicacao,2010-2015,8
INCT de Ciência Animal,Artigo Aceito Para Publicacao,2015-2020,11
INCT de Ciência Animal,Artigo Aceito Para Publicacao,2020-2025,10
INCT de Ciência Animal,Artigo Publicado,2010-2015,3365
INCT de Ciência Animal,Artigo Publicado,2015-2020,2868
INCT de Ciência Animal,Artigo Publicado,2020-2025,1722
INCT de Ciência Animal,Capitulo De Livro Publicado,2010-2015,426
INCT de Ciência Animal,Capitulo De Livro Publicado,2015-2020,283
INCT de Ciência Animal,Capitulo De Livro Publicado,2020-2025,263
INCT de Ciência Animal,Livro Publicado Ou Organizado,2010-2015,94
INCT de Ciência Animal,Livro Publicado Ou Organizado,2015-2020,73
INCT de Ciência Animal,Livro Publicado Ou Organizado,2020-2025,64
INCT de Ciência Animal,Outra Producao Bibliografica,2010-2015,107
INCT de Ciência Animal,Outra Producao Bibliografica,2015-2020,65
INCT de Ciência Animal,Outra Producao Bibliografica,2020-2025,59
INCT de Ciência Animal,Prefacio Posfacio,2010-2015,1
INCT de Ciência Animal,Texto Em Jornal Ou Revista,2010-2015,286
INCT de Ciência Animal,Texto Em Jornal Ou Revista,2015-2020,64
INCT de Ciência Animal,Texto Em Jornal Ou Revista,2020-2025,83
INCT de Ciência Animal,Trabalho Em Eventos,2010-2015,5913
INCT de Ciência Animal,Trabalho Em Eventos,2015-2020,1827
INCT de Ciência Animal,Trabalho Em Eventos,2020-2025,835
INCT de Ciência Animal,Traducao,2020-2025,1
INCT de Doenças Tropicais,Artigo Aceito Para Publicacao,2010-2015,2
INCT de Doenças Tropicais,Artigo Aceito Para Publicacao,2020-2025,4
INCT de Doenças Tropicais,Artigo Publicado,2010-2015,686
INCT de Doenças Tropicais,Artigo Publicado,2015-2020,603
INCT de Doenças Tropicais,Artigo Publicado,2020-2025,366
INCT de Doenças Tropicais,Capitulo De Livro Publicado,2010-2015,12
INCT de Doenças Tropicais,Capitulo De Livro Publicado,2015-2020,12
INCT de Doenças Tropicais,Capitulo De Livro Publicado,2020-2025,3
INCT de Doenças Tropicais,Livro Publicado Ou Organizado,2010-2015,1
INCT de Doenças Tropicais,Livro Publicado Ou Organizado,2015-2020,2
INCT de Doenças Tropicais,Livro Publicado Ou Organizado,2020-2025,1
INCT de Doenças Tropicais,Outra Producao Bibliografica,2010-2015,9
INCT de Doenças Tropicais,Outra Producao Bibliografica,2015-2020,6
INCT de Doenças Tropicais,Outra Producao Bibliografica,2020-2025,2
INCT de Doenças Tropicais,Texto Em Jornal Ou Revista,2010-2015,3
INCT de Doenças Tropicais,Trabalho Em Eventos,2010-2015,292
INCT de Doenças Tropicais,Trabalho Em Eventos,2015-2020,84
INCT de Doenças Tropicais,Trabalho Em Eventos,2020-2025,12
INCT de Energia Elétrica (INCT-INERGE),Artigo Aceito Para Publicacao,2010-2015,2
INCT de Energia Elétrica (INCT-INERGE),Artigo Aceito Para Publicacao,2015-2020,3
INCT de Energia Elétrica (INCT-INERGE),Artigo Aceito Para Publicacao,2020-2025,17
INCT de Energia Elétrica (INCT-INERGE),Artigo Publicado,2010-2015,927
INCT de Energia Elétrica (INCT-INERGE),Artigo Publicado,2015-2020,1310
INCT de Energia Elétrica (INCT-INERGE),Artigo Publicado,2020-2025,1208
INCT de Energia Elétrica (INCT-INERGE),Capitulo De Livro Publicado,2010-2015,79
INCT de Energia Elétrica (INCT-INERGE),Capitulo De Livro Publicado,2015-2020,125
INCT de Energia Elétrica (INCT-INERGE),Capitulo De Livro Publicado,2020-2025,78
INCT de Energia Elétrica (INCT-INERGE),Livro Publicado Ou Organizado,2010-2015,20
INCT de Energia Elétrica (INCT-INERGE),Livro Publicado Ou Organizado,2015-2020,33
INCT de Energia Elétrica (INCT-INERGE),Livro Publicado Ou Organizado,2020-2025,20
INCT de Energia Elétrica (INCT-INERGE),Outra Producao Bibliografica,2010-2015,9
INCT de Energia Elétrica (INCT-INERGE),Outra Producao Bibliografica,2015-2020,10
INCT de Energia Elétrica (INCT-INERGE),Outra Producao Bibliografica,2020-2025,6
INCT de Energia Elétrica (INCT-INERGE),Prefacio Posfacio,2015-2020,1
INCT de Energia Elétrica (INCT-INERGE),Texto Em Jornal Ou Revista,2010-2015,58
INCT de Energia Elétrica (INCT-INERGE),Texto Em Jornal Ou Revista,2015-2020,62
INCT de Energia Elétrica (INCT-INERGE),Texto Em Jornal Ou Revista,2020-2025,46
INCT de Energia Elétrica (INCT-INERGE),Trabalho Em Eventos,2010-2015,2166
INCT de Energia Elétrica (INCT-INERGE),Trabalho Em Eventos,2015-2020,1897
INCT de Energia Elétrica (INCT-INERGE),Trabalho Em Eventos,2020-2025,975
INCT de Energia Elétrica (INCT-INERGE),Traducao,2010-2015,8
INCT de Energia Elétrica (INCT-INERGE),Traducao,2020-2025,1
INCT de Energia e Ambiente,Artigo Aceito Para Publicacao,2010-2015,2
INCT de Energia e Ambiente,Artigo Aceito Para Publicacao,2015-2020,1
INCT de Energia e Ambiente,Artigo Aceito Para Publicacao,2020-2025,19
INCT de Energia e Ambiente,Artigo Publicado,2010-2015,1503
INCT de Energia e Ambiente,Artigo Publicado,2015-2020,1614
INCT de Energia e Ambiente,Artigo Publicado,2020-2025,1156
INCT de Energia e Ambiente,Capitulo De Livro Publicado,2010-2015,73
INCT de Energia e Ambiente,Capitulo De Livro Publicado,2015-2020,99
